account_id,observation_month,watchlist_rank,predicted_probability,target_deterioration_6m,months_to_deterioration,reason_feature_1,reason_value_1,reason_shap_1,reason_1,reason_feature_2,reason_value_2,reason_shap_2,reason_2,reason_feature_3,reason_value_3,reason_shap_3,reason_3
ACC000043,2022-01-31,78,0.98876405,0,,utilization_change_1m,0.1050999999999999,0.9046333432197571,Utilisation increased recently (utilization_change_1m=0.105),utilization_std_3m,0.0773252222757878,0.6718300580978394,Utilisation volatility is elevated (utilization_std_3m=0.077),payment_to_balance,0.032613233652119,0.5165966153144836,Payment relative to balance is weak (payment_to_balance=0.033)
ACC000065,2022-01-31,79,0.98876405,1,5.0,cash_buffer_months,2.226,0.983812153339386,Cash buffer is thin or deteriorating (cash_buffer_months=2.226),payment_to_balance,0.0300897030564476,0.5149818658828735,Payment relative to balance is weak (payment_to_balance=0.030),utilization_change_1m,0.0846,0.45164066553115845,Utilisation increased recently (utilization_change_1m=0.085)
ACC000419,2022-01-31,80,0.98876405,1,5.0,utilization_std_3m,0.0963979771571991,0.8238791823387146,Utilisation volatility is elevated (utilization_std_3m=0.096),utilization_change_1m,0.1259,0.7725148797035217,Utilisation increased recently (utilization_change_1m=0.126),payment_to_balance,0.0322011188408868,0.5044962167739868,Payment relative to balance is weak (payment_to_balance=0.032)
ACC000453,2022-01-31,81,0.98876405,1,4.0,cash_buffer_months,1.971,1.222978949546814,Cash buffer is thin or deteriorating (cash_buffer_months=1.971),payment_to_balance,0.0172814430202491,0.5730192065238953,Payment relative to balance is weak (payment_to_balance=0.017),payment_to_due_ratio,0.384,0.4374902546405792,Payment coverage is high (payment_to_due_ratio=0.384)
ACC000467,2022-01-31,82,0.98876405,1,4.0,cash_buffer_months,2.54,0.781679630279541,Cash buffer is thin or deteriorating (cash_buffer_months=2.540),utilization_change_1m,0.1133999999999999,0.6965457201004028,Utilisation increased recently (utilization_change_1m=0.113),payment_to_balance,0.0200238710687257,0.4885333478450775,Payment relative to balance is weak (payment_to_balance=0.020)
ACC000658,2022-01-31,83,0.98876405,1,4.0,utilization_change_1m,0.1016999999999999,0.827089786529541,Utilisation increased recently (utilization_change_1m=0.102),cash_buffer_months,2.46,0.7317135334014893,Cash buffer is thin or deteriorating (cash_buffer_months=2.460),payment_to_balance,0.0320409173403728,0.4719424247741699,Payment relative to balance is weak (payment_to_balance=0.032)
ACC000995,2022-01-31,84,0.98876405,0,,utilization_std_3m,0.0932075283082504,0.9910022616386414,Utilisation volatility is elevated (utilization_std_3m=0.093),utilization_std_6m,0.1079717123447926,0.48291340470314026,Utilisation volatility is elevated (utilization_std_6m=0.108),payment_to_balance,0.0397897631987039,0.4561924934387207,Payment relative to balance is weak (payment_to_balance=0.040)
ACC001023,2022-01-31,85,0.98876405,1,1.0,prior_30_plus_count_12m,2.0,0.5927404761314392,Prior delinquency history contributes (prior_30_plus_count_12m=2.000),payment_to_due_ratio_mean_3m,0.6701666666666667,0.38557207584381104,Payment coverage is high (payment_to_due_ratio_mean_3m=0.670),payment_to_balance,0.0342508222799059,0.38379624485969543,Payment relative to balance is weak (payment_to_balance=0.034)
ACC001508,2022-01-31,86,0.98876405,1,3.0,cash_buffer_months,2.195,1.2170460224151611,Cash buffer is thin or deteriorating (cash_buffer_months=2.195),payment_to_balance,0.02107272148245,0.5703362822532654,Payment relative to balance is weak (payment_to_balance=0.021),payment_to_due_ratio,0.4683,0.4562996029853821,Payment coverage is high (payment_to_due_ratio=0.468)
ACC001579,2022-01-31,87,0.98876405,1,5.0,utilization_change_1m,0.1142999999999999,1.0503968000411987,Utilisation increased recently (utilization_change_1m=0.114),utilization_std_3m,0.0871890092461964,0.8195995092391968,Utilisation volatility is elevated (utilization_std_3m=0.087),payment_to_balance,0.038374477441887,0.4012037217617035,Payment relative to balance is weak (payment_to_balance=0.038)
ACC001675,2022-01-31,88,0.98876405,1,4.0,utilization_change_1m,0.1573,1.0704536437988281,Utilisation increased recently (utilization_change_1m=0.157),utilization_std_3m,0.0967022405807297,0.9141809940338135,Utilisation volatility is elevated (utilization_std_3m=0.097),cash_buffer_months,2.404,0.7138408422470093,Cash buffer is thin or deteriorating (cash_buffer_months=2.404)
ACC001817,2022-01-31,89,0.98876405,1,2.0,prior_30_plus_count_12m,1.0,0.7325283885002136,Prior delinquency history contributes (prior_30_plus_count_12m=1.000),utilization_std_6m,0.1242772062769361,0.5805178284645081,Utilisation volatility is elevated (utilization_std_6m=0.124),cash_buffer_months,2.598,0.5219326615333557,Cash buffer is thin or deteriorating (cash_buffer_months=2.598)
ACC001999,2022-01-31,90,0.98876405,1,4.0,cash_buffer_months,1.533,1.2539018392562866,Cash buffer is thin or deteriorating (cash_buffer_months=1.533),payment_to_balance,0.0301014599412501,0.6741776466369629,Payment relative to balance is weak (payment_to_balance=0.030),payment_to_due_ratio,0.6689,0.4571567177772522,Payment coverage is high (payment_to_due_ratio=0.669)
ACC002243,2022-01-31,91,0.98876405,1,1.0,prior_30_plus_count_12m,1.0,1.1362732648849487,Prior delinquency history contributes (prior_30_plus_count_12m=1.000),cash_buffer_months,2.749,0.42917147278785706,Cash buffer is thin or deteriorating (cash_buffer_months=2.749),payment_to_due_ratio_std_6m,0.1923717304248901,0.39834001660346985,payment_to_due_ratio_std_6m contributes to higher risk (0.192)
ACC002280,2022-01-31,92,0.98876405,1,4.0,cash_buffer_months,2.277,0.8952029943466187,Cash buffer is thin or deteriorating (cash_buffer_months=2.277),payment_to_balance,0.018785508818983,0.5442370176315308,Payment relative to balance is weak (payment_to_balance=0.019),payment_to_due_ratio,0.4175,0.4446466267108917,Payment coverage is high (payment_to_due_ratio=0.417)
ACC000101,2022-01-31,93,0.825,1,5.0,utilization_change_1m,0.1102999999999999,0.930159330368042,Utilisation increased recently (utilization_change_1m=0.110),utilization_std_3m,0.0830493226944084,0.675046980381012,Utilisation volatility is elevated (utilization_std_3m=0.083),payment_to_balance,0.0335084998851366,0.46272915601730347,Payment relative to balance is weak (payment_to_balance=0.034)
ACC000178,2022-01-31,94,0.825,0,,utilization_change_1m,0.1013,0.9983409643173218,Utilisation increased recently (utilization_change_1m=0.101),payment_to_balance,0.0367744549928984,0.4045219123363495,Payment relative to balance is weak (payment_to_balance=0.037),cash_buffer_months,2.792,0.3913431167602539,Cash buffer is thin or deteriorating (cash_buffer_months=2.792)
ACC000987,2022-01-31,95,0.825,1,4.0,utilization_change_1m,0.1104,1.3477808237075806,Utilisation increased recently (utilization_change_1m=0.110),utilization_std_3m,0.0915945413220677,0.8978499174118042,Utilisation volatility is elevated (utilization_std_3m=0.092),cash_buffer_months,2.805,0.4027700126171112,Cash buffer is thin or deteriorating (cash_buffer_months=2.805)
ACC001127,2022-01-31,96,0.825,1,5.0,utilization_change_1m,0.0894,0.837941586971283,Utilisation increased recently (utilization_change_1m=0.089),cash_buffer_months,2.831,0.49994170665740967,Cash buffer is thin or deteriorating (cash_buffer_months=2.831),payment_to_balance,0.0278485360592446,0.4910077154636383,Payment relative to balance is weak (payment_to_balance=0.028)
ACC001212,2022-01-31,97,0.825,0,,cash_buffer_months,2.523,0.7619009613990784,Cash buffer is thin or deteriorating (cash_buffer_months=2.523),utilization_std_3m,0.07715194964052,0.7048854231834412,Utilisation volatility is elevated (utilization_std_3m=0.077),utilization_change_1m,0.0781,0.433612585067749,Utilisation increased recently (utilization_change_1m=0.078)
ACC001785,2022-01-31,98,0.825,1,3.0,utilization_change_1m,0.0950999999999999,0.6580345034599304,Utilisation increased recently (utilization_change_1m=0.095),cash_buffer_months,2.668,0.6443946361541748,Cash buffer is thin or deteriorating (cash_buffer_months=2.668),payment_to_balance,0.0256435323774036,0.5308642983436584,Payment relative to balance is weak (payment_to_balance=0.026)
ACC002180,2022-01-31,99,0.825,1,5.0,cash_buffer_months,2.222,0.8940244317054749,Cash buffer is thin or deteriorating (cash_buffer_months=2.222),utilization_change_1m,0.1142999999999998,0.7557342648506165,Utilisation increased recently (utilization_change_1m=0.114),utilization_std_3m,0.0987801768237592,0.6167347431182861,Utilisation volatility is elevated (utilization_std_3m=0.099)
ACC002304,2022-01-31,100,0.825,1,1.0,prior_30_plus_count_12m,2.0,1.2769659757614136,Prior delinquency history contributes (prior_30_plus_count_12m=2.000),utilization,0.819,0.38957634568214417,Utilisation level is high (utilization=0.819),payment_to_due_ratio_std_6m,0.2359657263248197,0.3701264262199402,payment_to_due_ratio_std_6m contributes to higher risk (0.236)
ACC000012,2022-02-28,1,1.0,1,3.0,utilization_std_3m,0.1005922627906008,0.9813497066497803,Utilisation volatility is elevated (utilization_std_3m=0.101),utilization_change_1m,0.0955,0.8945195078849792,Utilisation increased recently (utilization_change_1m=0.096),cash_buffer_months,2.452,0.6378402709960938,Cash buffer is thin or deteriorating (cash_buffer_months=2.452)
ACC000065,2022-02-28,2,1.0,1,4.0,cash_buffer_months,2.114,0.9289780855178833,Cash buffer is thin or deteriorating (cash_buffer_months=2.114),utilization_std_3m,0.1201594912328326,0.8772843480110168,Utilisation volatility is elevated (utilization_std_3m=0.120),utilization_change_1m,0.1524999999999999,0.8194217681884766,Utilisation increased recently (utilization_change_1m=0.152)
ACC000074,2022-02-28,3,1.0,1,1.0,cash_buffer_months,1.522,0.9347323179244995,Cash buffer is thin or deteriorating (cash_buffer_months=1.522),utilization_std_3m,0.193043829220206,0.8638611435890198,Utilisation volatility is elevated (utilization_std_3m=0.193),utilization_change_1m,0.2096,0.7109136581420898,Utilisation increased recently (utilization_change_1m=0.210)
ACC000101,2022-02-28,4,1.0,1,4.0,utilization_std_3m,0.1114519777004128,0.9548307657241821,Utilisation volatility is elevated (utilization_std_3m=0.111),utilization_change_1m,0.1126000000000001,0.9394176602363586,Utilisation increased recently (utilization_change_1m=0.113),cash_buffer_months,2.322,0.8705244660377502,Cash buffer is thin or deteriorating (cash_buffer_months=2.322)
ACC000126,2022-02-28,5,1.0,1,1.0,cash_buffer_months,1.462,1.2649295330047607,Cash buffer is thin or deteriorating (cash_buffer_months=1.462),payment_to_balance,0.0190309486280918,0.5823930501937866,Payment relative to balance is weak (payment_to_balance=0.019),utilization_std_6m,0.110098168316583,0.5749531984329224,Utilisation volatility is elevated (utilization_std_6m=0.110)
ACC000166,2022-02-28,6,1.0,1,4.0,cash_buffer_months,1.694,0.931094229221344,Cash buffer is thin or deteriorating (cash_buffer_months=1.694),utilization_change_1m,0.1240999999999999,0.8306306600570679,Utilisation increased recently (utilization_change_1m=0.124),utilization_std_3m,0.0890995136537419,0.827377438545227,Utilisation volatility is elevated (utilization_std_3m=0.089)
ACC000260,2022-02-28,7,1.0,1,2.0,cash_buffer_months,1.636,0.9181509613990784,Cash buffer is thin or deteriorating (cash_buffer_months=1.636),utilization_std_3m,0.1379643794607869,0.9148520827293396,Utilisation volatility is elevated (utilization_std_3m=0.138),utilization_change_1m,0.1414,0.7453731298446655,Utilisation increased recently (utilization_change_1m=0.141)
ACC000263,2022-02-28,8,1.0,1,2.0,cash_buffer_months,1.645,0.9218988418579102,Cash buffer is thin or deteriorating (cash_buffer_months=1.645),utilization_std_3m,0.1710712424693291,0.8768072128295898,Utilisation volatility is elevated (utilization_std_3m=0.171),utilization_change_1m,0.1889,0.788569986820221,Utilisation increased recently (utilization_change_1m=0.189)
ACC000274,2022-02-28,9,1.0,1,2.0,cash_buffer_months,1.668,1.2728604078292847,Cash buffer is thin or deteriorating (cash_buffer_months=1.668),payment_to_balance,0.0193202827300451,0.5701454281806946,Payment relative to balance is weak (payment_to_balance=0.019),utilization_std_6m,0.1123417227332155,0.5560888051986694,Utilisation volatility is elevated (utilization_std_6m=0.112)
ACC000294,2022-02-28,10,1.0,1,2.0,utilization_std_3m,0.0959550589251727,0.8530884385108948,Utilisation volatility is elevated (utilization_std_3m=0.096),utilization_change_1m,0.1241999999999999,0.8216229677200317,Utilisation increased recently (utilization_change_1m=0.124),cash_buffer_months,2.486,0.7360604405403137,Cash buffer is thin or deteriorating (cash_buffer_months=2.486)
ACC000313,2022-02-28,11,1.0,1,3.0,utilization_std_3m,0.1105109949281066,0.8653218746185303,Utilisation volatility is elevated (utilization_std_3m=0.111),utilization_change_1m,0.13,0.7724093794822693,Utilisation increased recently (utilization_change_1m=0.130),utilization_std_6m,0.1554089401117796,0.672397792339325,Utilisation volatility is elevated (utilization_std_6m=0.155)
ACC000324,2022-02-28,12,1.0,1,3.0,cash_buffer_months,2.011,0.9431638121604919,Cash buffer is thin or deteriorating (cash_buffer_months=2.011),utilization_change_1m,0.0988,0.7208969593048096,Utilisation increased recently (utilization_change_1m=0.099),utilization_std_3m,0.1012094857214485,0.5897238850593567,Utilisation volatility is elevated (utilization_std_3m=0.101)
ACC000404,2022-02-28,13,1.0,1,3.0,cash_buffer_months,2.119,0.9024978876113892,Cash buffer is thin or deteriorating (cash_buffer_months=2.119),utilization_std_3m,0.1259423016040817,0.8726906180381775,Utilisation volatility is elevated (utilization_std_3m=0.126),utilization_change_1m,0.1136999999999999,0.8101997375488281,Utilisation increased recently (utilization_change_1m=0.114)
ACC000419,2022-02-28,14,1.0,1,4.0,utilization_std_3m,0.1156559697263101,0.8428754806518555,Utilisation volatility is elevated (utilization_std_3m=0.116),utilization_change_1m,0.1050999999999999,0.7758380174636841,Utilisation increased recently (utilization_change_1m=0.105),utilization_std_6m,0.1384410837384147,0.649869441986084,Utilisation volatility is elevated (utilization_std_6m=0.138)
ACC000457,2022-02-28,15,1.0,1,3.0,utilization_std_3m,0.1159600937104369,0.9423182606697083,Utilisation volatility is elevated (utilization_std_3m=0.116),cash_buffer_months,2.273,0.8837058544158936,Cash buffer is thin or deteriorating (cash_buffer_months=2.273),utilization_change_1m,0.1133,0.8221186995506287,Utilisation increased recently (utilization_change_1m=0.113)
ACC000467,2022-02-28,16,1.0,1,3.0,cash_buffer_months,1.526,1.080790400505066,Cash buffer is thin or deteriorating (cash_buffer_months=1.526),payment_to_balance,0.0252677065501963,0.5246671438217163,Payment relative to balance is weak (payment_to_balance=0.025),payment_to_due_ratio,0.5615,0.43948206305503845,Payment coverage is high (payment_to_due_ratio=0.561)
ACC000474,2022-02-28,17,1.0,1,3.0,utilization_std_3m,0.1098792064041234,0.887688398361206,Utilisation volatility is elevated (utilization_std_3m=0.110),cash_buffer_months,2.385,0.8626283407211304,Cash buffer is thin or deteriorating (cash_buffer_months=2.385),utilization_std_6m,0.1656397375833065,0.6756746172904968,Utilisation volatility is elevated (utilization_std_6m=0.166)
ACC000526,2022-02-28,18,1.0,1,2.0,cash_buffer_months,1.518,1.000441074371338,Cash buffer is thin or deteriorating (cash_buffer_months=1.518),utilization_std_3m,0.1046736038040781,0.783897876739502,Utilisation volatility is elevated (utilization_std_3m=0.105),utilization_std_6m,0.1264177637834177,0.6090419292449951,Utilisation volatility is elevated (utilization_std_6m=0.126)
ACC000548,2022-02-28,19,1.0,1,3.0,utilization_std_3m,0.1189489526365542,0.8836814761161804,Utilisation volatility is elevated (utilization_std_3m=0.119),cash_buffer_months,2.221,0.8798530101776123,Cash buffer is thin or deteriorating (cash_buffer_months=2.221),utilization_std_6m,0.1659822370014332,0.6374379396438599,Utilisation volatility is elevated (utilization_std_6m=0.166)
